id,order_id,service_name,started_at,completed_at,duration_ms,retry_count,outcome
86c3e456-8e60-46d9-b76c-cd95843e09bf,19cbbc2a-9017-4a8c-b54f-6f447823ff82,delivery,2026-06-17T06:44:02.776104Z,2026-06-17T06:44:03.198807Z,423,0,SUCCESS
d0524d16-813d-406d-a95f-9620c3bd2782,7c5df795-1f13-48fd-940b-4e7803a6305b,kitchen,2026-06-17T06:44:02.820724Z,2026-06-17T06:44:03.134965Z,314,0,SUCCESS
c2220814-1514-4999-8d3c-2e9619a0fdb7,b9d0c4df-4e43-41de-a34e-ad0de271f394,payment,2026-06-17T06:44:03.010399Z,2026-06-17T06:44:03.360173Z,350,0,SUCCESS
4f217047-9df3-491d-9202-c4ce9771023b,1ba6ba0d-fbe7-4fe9-83e5-fdb5bf20eeb0,kitchen,2026-06-17T06:44:03.152193Z,2026-06-17T06:44:03.468509Z,316,0,SUCCESS
eb4e6976-5ca4-40fe-b416-bfaa8038d0a3,fe585661-b2ec-40f1-a6a0-5202d26e69be,delivery,2026-06-17T06:44:03.212920Z,2026-06-17T06:44:03.230116Z,17,0,FAILED
94c080e1-f831-4840-9e46-0fee1abaa970,7c5df795-1f13-48fd-940b-4e7803a6305b,delivery,2026-06-17T06:44:03.255271Z,2026-06-17T06:44:04.024271Z,769,0,SUCCESS
2fd658e1-2a72-4e16-966a-773dbb812cdc,84ce51f7-afc8-449a-a09c-74a5d077f587,payment,2026-06-17T06:44:03.372317Z,2026-06-17T06:44:03.832746Z,460,0,SUCCESS
139335af-d73f-42b3-8905-8b0d1cc65f62,0e098b90-b497-4d9e-a2a0-783126a030d7,kitchen,2026-06-17T06:44:03.481911Z,2026-06-17T06:44:03.928476Z,447,0,SUCCESS
1dc438f4-9ea7-48ab-b8af-5f5c2844520d,d504f004-16dd-44bc-964a-d59f48903a30,payment,2026-06-17T06:44:03.856366Z,2026-06-17T06:44:04.116959Z,261,0,SUCCESS
e92ccd02-fdce-4177-8a1f-b01d77ffa672,4a6d02c1-ef3d-4bc0-8d72-a2fef87cfa91,kitchen,2026-06-17T06:44:03.942932Z,2026-06-17T06:44:04.235119Z,292,0,SUCCESS
0dc9f5bc-2035-4ec7-a5aa-9df8a5b249b9,1ba6ba0d-fbe7-4fe9-83e5-fdb5bf20eeb0,delivery,2026-06-17T06:44:04.072335Z,2026-06-17T06:44:04.555812Z,483,0,SUCCESS
523d7ebe-303b-42a3-823b-b4fbf6b07d28,8a5e4f05-f9bc-4fe5-8030-f9b4904c11c7,payment,2026-06-17T06:44:04.140976Z,2026-06-17T06:44:04.449389Z,308,0,SUCCESS
b63169fc-1ad1-4862-b800-41c913db2122,b9d0c4df-4e43-41de-a34e-ad0de271f394,kitchen,2026-06-17T06:44:04.248175Z,2026-06-17T06:44:04.663025Z,415,0,SUCCESS
de40c221-1e1c-4e88-8c3f-cfcf12006da5,2b741e14-9ddf-4a9e-8ff6-06d86808a369,payment,2026-06-17T06:44:04.462479Z,2026-06-17T06:44:04.746175Z,284,0,SUCCESS
6923ad99-1ea7-4835-b63a-3b5681da3c64,0e098b90-b497-4d9e-a2a0-783126a030d7,delivery,2026-06-17T06:44:04.603072Z,2026-06-17T06:44:04.607777Z,5,0,FAILED
1d77a21d-e043-4890-af38-34577bf0a751,9caa3018-8bcd-4025-b13a-bb490512da56,delivery,2026-06-17T06:44:04.627284Z,2026-06-17T06:44:05.540529Z,913,2,SUCCESS
3c303203-9f90-4e11-b489-db4b4afb5ee6,84ce51f7-afc8-449a-a09c-74a5d077f587,kitchen,2026-06-17T06:44:04.710194Z,2026-06-17T06:44:05.090959Z,381,0,SUCCESS
3831b4dc-bed7-4f0e-9acd-929879baca57,7c4fac73-7de8-47a7-b4c0-1cac03b484e4,payment,2026-06-17T06:44:04.770119Z,2026-06-17T06:44:05.018442Z,248,0,SUCCESS
c57c995a-0f27-4bcf-8df3-14a5d3f6bb1e,03c143fd-4807-43b0-ada9-8c7a32a7aa8f,payment,2026-06-17T06:44:05.042181Z,2026-06-17T06:44:05.534859Z,493,0,SUCCESS
ab1d8665-dcdf-4bf6-a69f-6b0992e97fb1,d504f004-16dd-44bc-964a-d59f48903a30,kitchen,2026-06-17T06:44:05.115366Z,2026-06-17T06:44:05.637309Z,522,0,SUCCESS
ee9c9609-4702-4640-8161-d2403fb9a220,96ef2d75-b05c-4ba2-bf4a-16377c935387,payment,2026-06-17T06:44:05.549761Z,2026-06-17T06:44:05.770814Z,221,0,SUCCESS
cbeba9d3-c503-4726-8c36-51ac0e49f8ac,4a6d02c1-ef3d-4bc0-8d72-a2fef87cfa91,delivery,2026-06-17T06:44:05.553767Z,2026-06-17T06:44:05.562707Z,9,0,FAILED
c056cdb7-2d9b-4c2e-af7a-a49091f26928,fe585661-b2ec-40f1-a6a0-5202d26e69be,delivery,2026-06-17T06:44:05.571681Z,2026-06-17T06:44:05.578222Z,7,1,FAILED
93f55660-96c7-475d-89a1-4bfb6eaaec61,b9d0c4df-4e43-41de-a34e-ad0de271f394,delivery,2026-06-17T06:44:05.588176Z,2026-06-17T06:44:06.228165Z,640,0,SUCCESS
c3d97109-1d08-41ce-afd6-8bb5218122a6,8a5e4f05-f9bc-4fe5-8030-f9b4904c11c7,kitchen,2026-06-17T06:44:05.643893Z,2026-06-17T06:44:05.989285Z,345,0,SUCCESS
2425592b-ff4a-42f5-9ae3-9cda1b618cc9,d0d2da4e-2bd2-4166-a309-09a38ac6fdfc,payment,2026-06-17T06:44:05.778192Z,2026-06-17T06:44:06.153662Z,375,0,SUCCESS
69ea17d4-689b-4b51-9107-c3c52d915411,2b741e14-9ddf-4a9e-8ff6-06d86808a369,kitchen,2026-06-17T06:44:06.019829Z,2026-06-17T06:44:06.390585Z,371,0,SUCCESS
9f17862f-375b-434e-99d8-702df1edbcee,348d3657-e6cf-4c18-a71b-7191a9274d51,payment,2026-06-17T06:44:06.183516Z,2026-06-17T06:44:06.462945Z,279,0,SUCCESS
59dd3289-c9c8-4f26-9b2a-434161b0dfc3,f2a43cb2-1c50-47dc-bda6-1a11e8bc6e95,delivery,2026-06-17T06:44:06.244332Z,2026-06-17T06:44:06.249246Z,5,2,FAILED
b926a2d6-9632-4da5-ba76-e93ce5cdb9e5,84ce51f7-afc8-449a-a09c-74a5d077f587,delivery,2026-06-17T06:44:06.273864Z,2026-06-17T06:44:07.037149Z,763,0,SUCCESS
c1bc1d2d-0d69-42cf-a940-873ffc585b9a,7c4fac73-7de8-47a7-b4c0-1cac03b484e4,kitchen,2026-06-17T06:44:06.449301Z,2026-06-17T06:44:06.866366Z,417,0,SUCCESS
b5e2f3f5-cf56-4eb8-bb23-4843104c4b98,d54a9b11-f35e-4aa2-a6ae-5c73a27de418,payment,2026-06-17T06:44:06.492454Z,2026-06-17T06:44:06.777550Z,285,0,SUCCESS
153df7b0-99e9-4e73-a0a4-6ccdbc6e1f57,0ce0f534-3be1-4c8a-8cdb-db981e9329cb,payment,2026-06-17T06:44:06.838415Z,2026-06-17T06:44:07.230406Z,392,0,SUCCESS
19cd2a49-8118-4442-8edc-693e12813258,03c143fd-4807-43b0-ada9-8c7a32a7aa8f,kitchen,2026-06-17T06:44:06.896362Z,2026-06-17T06:44:07.393990Z,498,0,SUCCESS
cf39f224-d00f-494a-9999-aa802fee024c,d504f004-16dd-44bc-964a-d59f48903a30,delivery,2026-06-17T06:44:07.052860Z,2026-06-17T06:44:07.057693Z,5,0,FAILED
137e1175-aded-4f26-9610-6afa87ef3308,0e098b90-b497-4d9e-a2a0-783126a030d7,delivery,2026-06-17T06:44:07.069668Z,2026-06-17T06:44:07.074466Z,5,1,FAILED
0ecce892-93d4-44da-a832-3ff45e362e60,8a5e4f05-f9bc-4fe5-8030-f9b4904c11c7,delivery,2026-06-17T06:44:07.084456Z,2026-06-17T06:44:07.088979Z,5,0,FAILED
e2cff010-0a7b-4434-bc42-a38ce06527bc,2b741e14-9ddf-4a9e-8ff6-06d86808a369,delivery,2026-06-17T06:44:07.142178Z,2026-06-17T06:44:07.982745Z,841,0,SUCCESS
54bc980f-853d-444a-9a62-6e620d244e08,b5c9417b-39a0-47d8-bb99-be3cb885dd0f,payment,2026-06-17T06:44:07.246030Z,2026-06-17T06:44:07.609455Z,363,0,SUCCESS
3687838d-8f24-4fbd-89bb-7e0fa77d6192,96ef2d75-b05c-4ba2-bf4a-16377c935387,kitchen,2026-06-17T06:44:07.497926Z,2026-06-17T06:44:08.056291Z,558,0,SUCCESS
2ae7b097-c37c-4fcb-89b6-5053eadd0f80,eaa70131-b102-4b98-9894-f9fc65f0b685,payment,2026-06-17T06:44:07.634403Z,2026-06-17T06:44:07.911533Z,277,0,SUCCESS
a76ae153-8ba6-4c3c-9129-274d4507ab4c,a4d8ce65-46bf-4c16-9d24-62c5555811b2,payment,2026-06-17T06:44:07.935081Z,2026-06-17T06:44:08.117398Z,182,0,SUCCESS
6197bdce-3127-416e-b37b-f067282f59a4,4a6d02c1-ef3d-4bc0-8d72-a2fef87cfa91,delivery,2026-06-17T06:44:07.996024Z,2026-06-17T06:44:08.588708Z,593,1,SUCCESS
c608d5f3-fe67-42c5-bc3e-b2e093ab1570,d0d2da4e-2bd2-4166-a309-09a38ac6fdfc,kitchen,2026-06-17T06:44:08.068665Z,2026-06-17T06:44:08.518984Z,450,0,SUCCESS
42bb9a80-a3be-4da6-a8f5-76a37ea4ee40,93589488-1dd7-47f0-a980-44fc2f0ac046,payment,2026-06-17T06:44:08.130198Z,2026-06-17T06:44:08.400086Z,270,0,SUCCESS
42470b83-b8d0-4bb5-9616-308d507dc963,98422b0e-a3af-441b-bc0c-1b3e91f5e716,payment,2026-06-17T06:44:08.424118Z,2026-06-17T06:44:08.623651Z,200,0,SUCCESS
88fa6bfb-b393-45fd-ac23-2ddc000f2456,348d3657-e6cf-4c18-a71b-7191a9274d51,kitchen,2026-06-17T06:44:08.565972Z,2026-06-17T06:44:09.143151Z,577,0,SUCCESS
15128fac-7be2-4008-b6ec-afcc8348d2a8,7c4fac73-7de8-47a7-b4c0-1cac03b484e4,delivery,2026-06-17T06:44:08.624768Z,2026-06-17T06:44:08.628386Z,4,0,FAILED
c9949ae4-92fb-4cde-a1d1-adcaec8de6b0,3789d8ea-bfd1-4d12-b4ad-45c9ef61e728,payment,2026-06-17T06:44:08.648642Z,2026-06-17T06:44:08.814204Z,166,0,SUCCESS
24f20d19-80fc-44f7-9334-8cef4607c9f0,03c143fd-4807-43b0-ada9-8c7a32a7aa8f,delivery,2026-06-17T06:44:08.672377Z,2026-06-17T06:44:09.269038Z,597,0,SUCCESS
655acf40-458f-4cce-927f-b511dad0e294,9b673f01-4636-42ca-a119-d90e8ad8deca,payment,2026-06-17T06:44:08.826546Z,2026-06-17T06:44:09.439866Z,613,0,SUCCESS
181d6491-da6b-4f64-833f-cc5eb0ae0c12,d54a9b11-f35e-4aa2-a6ae-5c73a27de418,kitchen,2026-06-17T06:44:09.198039Z,2026-06-17T06:44:09.543364Z,345,0,SUCCESS
e49d6343-737f-401f-bdeb-0de8a0311a3d,fe585661-b2ec-40f1-a6a0-5202d26e69be,delivery,2026-06-17T06:44:09.385070Z,2026-06-17T06:44:09.391200Z,6,2,FAILED
7590fd62-033f-436e-abd3-3cec17e4dd8a,96ef2d75-b05c-4ba2-bf4a-16377c935387,delivery,2026-06-17T06:44:09.417464Z,2026-06-17T06:44:10.173390Z,756,0,SUCCESS
ba3b535e-c396-4b98-91e8-1566607da7c9,ddbc485e-428c-442f-9cbc-aecf026cd0ef,payment,2026-06-17T06:44:09.478586Z,2026-06-17T06:44:09.757852Z,279,0,SUCCESS
82e1721f-406d-44a9-8ab3-b57fceee88b0,0ce0f534-3be1-4c8a-8cdb-db981e9329cb,kitchen,2026-06-17T06:44:09.573175Z,2026-06-17T06:44:10.102530Z,529,0,SUCCESS
d557f0fc-4a74-4ad0-8b4d-13ccb6ab0a59,6efe5b28-2ec0-4aa4-a716-2e26a86cefe5,payment,2026-06-17T06:44:09.771653Z,2026-06-17T06:44:10.009065Z,237,0,SUCCESS
a0f27c3a-dc25-4d30-a6d5-a555afdca9eb,b38e7d9a-ce1a-4033-9d89-d219bcde8de0,payment,2026-06-17T06:44:10.032564Z,2026-06-17T06:44:10.257199Z,225,0,SUCCESS
a8cf0c3c-5348-469e-8774-281f0f18de87,b5c9417b-39a0-47d8-bb99-be3cb885dd0f,kitchen,2026-06-17T06:44:10.115630Z,2026-06-17T06:44:10.662158Z,547,0,SUCCESS
00310d6e-2a01-4ddc-ab99-269e1d453461,d504f004-16dd-44bc-964a-d59f48903a30,delivery,2026-06-17T06:44:10.211836Z,2026-06-17T06:44:10.824187Z,612,1,SUCCESS
802cd8b8-8d38-490c-aec0-2029362c56e3,f1fccb65-3cd0-4ad7-b1e7-ab213ff435b0,payment,2026-06-17T06:44:10.280914Z,2026-06-17T06:44:10.602629Z,322,0,SUCCESS
be5af77f-0253-4815-b549-e681e8f585da,d26ffa7e-9db8-484a-9f87-23ef82045a8b,payment,2026-06-17T06:44:10.626276Z,2026-06-17T06:44:10.966253Z,340,0,SUCCESS
939b41e1-4ffb-42a1-991c-12d32d633d40,eaa70131-b102-4b98-9894-f9fc65f0b685,kitchen,2026-06-17T06:44:10.686719Z,2026-06-17T06:44:11.173205Z,486,0,SUCCESS
4594eef3-be4f-4a47-8944-97404c29d1cc,8a5e4f05-f9bc-4fe5-8030-f9b4904c11c7,delivery,2026-06-17T06:44:10.872557Z,2026-06-17T06:44:10.876575Z,4,1,FAILED
627b8941-2d46-4c30-997b-ecd04cc4c0c6,d0d2da4e-2bd2-4166-a309-09a38ac6fdfc,delivery,2026-06-17T06:44:10.897290Z,2026-06-17T06:44:10.902382Z,5,0,FAILED
fb672da1-ce49-49bf-9b44-b672833e8780,348d3657-e6cf-4c18-a71b-7191a9274d51,delivery,2026-06-17T06:44:10.920233Z,2026-06-17T06:44:11.441461Z,521,0,SUCCESS
3d0e4d4b-6a7f-427e-8c86-e9d15b181773,b6567c11-6f91-407f-aaf7-5fe039a883b6,payment,2026-06-17T06:44:10.990760Z,2026-06-17T06:44:11.345493Z,355,0,SUCCESS
32ece60b-d168-4f17-a88a-03a0ddc7899d,a4d8ce65-46bf-4c16-9d24-62c5555811b2,kitchen,2026-06-17T06:44:11.197503Z,2026-06-17T06:44:11.836283Z,639,0,SUCCESS
c3d997e3-30a8-49d1-bd2a-adc1eb31ac9d,cf846f44-2b12-42fb-b7c7-c69e574e1b51,payment,2026-06-17T06:44:11.352521Z,2026-06-17T06:44:11.524090Z,172,0,SUCCESS
dcea6374-a34d-421c-ae08-7b7c33df9f97,0e098b90-b497-4d9e-a2a0-783126a030d7,delivery,2026-06-17T06:44:11.450279Z,2026-06-17T06:44:12.083768Z,633,2,SUCCESS
783fd139-a8b3-4a97-a109-dffe5e664f05,dc459354-8eab-4a10-b2fe-c41d66c75d60,payment,2026-06-17T06:44:11.534589Z,2026-06-17T06:44:11.983540Z,449,0,SUCCESS
983ab1e4-91f5-4410-ba6e-629db6c250b8,93589488-1dd7-47f0-a980-44fc2f0ac046,kitchen,2026-06-17T06:44:11.912147Z,2026-06-17T06:44:12.337079Z,425,0,SUCCESS
7fc17d19-a02d-4d7c-81e9-3437704a26b6,9d874408-d9d1-43fa-9eea-094ab19e8e39,payment,2026-06-17T06:44:12.009152Z,2026-06-17T06:44:12.407782Z,399,0,SUCCESS
b8ea181b-db43-4469-b26e-b521d6daec5b,d54a9b11-f35e-4aa2-a6ae-5c73a27de418,delivery,2026-06-17T06:44:12.108234Z,2026-06-17T06:44:12.866961Z,759,0,SUCCESS
ea90a037-a359-466e-ba87-7b9897313eb7,98422b0e-a3af-441b-bc0c-1b3e91f5e716,kitchen,2026-06-17T06:44:12.370648Z,2026-06-17T06:44:12.866943Z,496,0,SUCCESS
90fabfa5-6b8d-4602-ba0b-fdcdfe979f51,b1f37cfc-dd2a-4ef1-93dd-2f1e92407880,payment,2026-06-17T06:44:12.432409Z,2026-06-17T06:44:12.808244Z,376,0,SUCCESS
c7c37a03-d38d-4035-bf62-14e58de9b521,1f794239-696d-45c0-a24f-1f32b5cc6c89,payment,2026-06-17T06:44:12.843817Z,2026-06-17T06:44:13.554485Z,711,0,SUCCESS
aa665136-19c5-4d76-be4d-ac09f636e0ae,3789d8ea-bfd1-4d12-b4ad-45c9ef61e728,kitchen,2026-06-17T06:44:12.891886Z,2026-06-17T06:44:13.595203Z,703,0,SUCCESS
e72a0e35-c790-456c-96ba-c738f0b016cd,7c4fac73-7de8-47a7-b4c0-1cac03b484e4,delivery,2026-06-17T06:44:12.914925Z,2026-06-17T06:44:12.946404Z,31,1,FAILED
e3e28768-9c75-4a6c-886d-6cd8b275e3cf,0ce0f534-3be1-4c8a-8cdb-db981e9329cb,delivery,2026-06-17T06:44:12.975323Z,2026-06-17T06:44:13.759930Z,785,0,SUCCESS
1f877825-e117-4b69-a452-aaf96cb5382c,ee13c59e-8d54-4a68-a003-035cf834c615,payment,2026-06-17T06:44:13.576568Z,2026-06-17T06:44:13.894018Z,317,0,SUCCESS
3981cfb3-1959-4f9b-97ff-5a572252d331,9b673f01-4636-42ca-a119-d90e8ad8deca,kitchen,2026-06-17T06:44:13.621841Z,2026-06-17T06:44:14.017015Z,395,0,SUCCESS
b2819007-520a-4537-9eec-190452499467,f2a43cb2-1c50-47dc-bda6-1a11e8bc6e95,delivery,2026-06-17T06:44:13.770343Z,2026-06-17T06:44:14.525069Z,755,3,SUCCESS
0975a775-8413-4d26-955d-98ae1f49ddc1,b3d6b3d9-06cf-44fb-bca6-c880418e4ade,payment,2026-06-17T06:44:13.903088Z,2026-06-17T06:44:14.098984Z,196,0,SUCCESS
1436e6c0-06e9-4971-9d70-0615908bb7c4,ddbc485e-428c-442f-9cbc-aecf026cd0ef,kitchen,2026-06-17T06:44:14.024218Z,2026-06-17T06:44:14.546716Z,522,0,SUCCESS
240df348-261f-4999-9c0c-c29ae8708c8a,6b9572b5-7291-4b40-b108-096abe90e94d,payment,2026-06-17T06:44:14.106280Z,2026-06-17T06:44:14.444858Z,339,0,SUCCESS
90eaf69a-1deb-43d1-8dbd-04df8131e8aa,8f443949-e094-4d83-8f62-76763fb2bf98,payment,2026-06-17T06:44:14.461902Z,2026-06-17T06:44:14.702267Z,240,0,SUCCESS
5a45ded4-5ba5-45d9-965a-eb0d0ca1d050,b5c9417b-39a0-47d8-bb99-be3cb885dd0f,delivery,2026-06-17T06:44:14.543229Z,2026-06-17T06:44:15.250665Z,707,0,SUCCESS
5105f66f-1f86-4b94-97db-1327aa73268b,6efe5b28-2ec0-4aa4-a716-2e26a86cefe5,kitchen,2026-06-17T06:44:14.555390Z,2026-06-17T06:44:15.060357Z,505,0,SUCCESS
d07c8275-d8a7-4343-aed7-b16286b6b564,c0e55e87-0b21-43bf-a4af-2ac8181497b8,payment,2026-06-17T06:44:14.710393Z,2026-06-17T06:44:14.932044Z,222,0,SUCCESS
b8bf5160-4d02-479a-b291-f4e060723457,ff59cae3-b6b6-4efb-adf9-553c1972352e,payment,2026-06-17T06:44:14.941751Z,2026-06-17T06:44:15.226005Z,284,0,SUCCESS
268fae97-fad9-4530-9e60-16cf023c26a1,b38e7d9a-ce1a-4033-9d89-d219bcde8de0,kitchen,2026-06-17T06:44:15.068217Z,2026-06-17T06:44:15.603889Z,536,0,SUCCESS
b70da4ac-177a-4e23-9d30-7f8934187ad4,fe9a1a91-8804-471a-8d3f-32814eaf0b73,payment,2026-06-17T06:44:15.233485Z,2026-06-17T06:44:15.542523Z,309,0,SUCCESS
6b8dbe62-2608-4a72-8352-a839a4b473b0,eaa70131-b102-4b98-9894-f9fc65f0b685,delivery,2026-06-17T06:44:15.260671Z,2026-06-17T06:44:15.269350Z,9,0,FAILED
4d9185f3-63d6-47dd-9c76-8217341d4aa2,a4d8ce65-46bf-4c16-9d24-62c5555811b2,delivery,2026-06-17T06:44:15.277831Z,2026-06-17T06:44:15.285085Z,7,0,FAILED
2400ff86-4b67-4ee3-a7d9-918ee4c441b7,d0d2da4e-2bd2-4166-a309-09a38ac6fdfc,delivery,2026-06-17T06:44:15.302612Z,2026-06-17T06:44:15.653974Z,351,1,SUCCESS
feaf552d-c277-4e3e-980f-bd44e273a6be,c44f40df-cce1-47e1-a339-5579472feeb0,payment,2026-06-17T06:44:15.557589Z,2026-06-17T06:44:15.924321Z,367,0,SUCCESS
27cf6daa-fa4d-4c9f-a962-a5a31e42a5f7,f1fccb65-3cd0-4ad7-b1e7-ab213ff435b0,kitchen,2026-06-17T06:44:15.612894Z,2026-06-17T06:44:16.043433Z,431,0,SUCCESS
bbe55fc5-f01f-47d2-99ac-489241cd17db,93589488-1dd7-47f0-a980-44fc2f0ac046,delivery,2026-06-17T06:44:15.666363Z,2026-06-17T06:44:16.568329Z,902,0,SUCCESS
a7a4c430-153c-49d1-a5aa-eff8adafbc4b,e9dae782-3a56-415f-865b-dc79ffb2cbf9,payment,2026-06-17T06:44:15.964915Z,2026-06-17T06:44:16.740312Z,775,0,SUCCESS
afaa6a68-8428-4217-9cfa-699ef46abcf9,d26ffa7e-9db8-484a-9f87-23ef82045a8b,kitchen,2026-06-17T06:44:16.066283Z,2026-06-17T06:44:16.775813Z,710,0,SUCCESS
83ad58ba-e926-4f3a-a7ed-8c7bd5dc041d,98422b0e-a3af-441b-bc0c-1b3e91f5e716,delivery,2026-06-17T06:44:16.596124Z,2026-06-17T06:44:17.366321Z,770,0,SUCCESS
b8fd5ba5-f241-4b95-9667-e6fdc1b9472f,c26b74ed-de26-4e68-85de-431bee5036c8,payment,2026-06-17T06:44:16.792492Z,2026-06-17T06:44:17.051398Z,259,0,SUCCESS
0df9d732-dd81-4d40-b07a-ccf33b40f620,b6567c11-6f91-407f-aaf7-5fe039a883b6,kitchen,2026-06-17T06:44:16.818909Z,2026-06-17T06:44:17.307140Z,488,0,SUCCESS
faef298f-d880-4b5c-bbf2-e606c54105e2,cf846f44-2b12-42fb-b7c7-c69e574e1b51,kitchen,2026-06-17T06:44:17.354304Z,2026-06-17T06:44:18.296947Z,943,0,SUCCESS
b8415ad4-7b26-4c77-9001-55d44ad583c7,8a5e4f05-f9bc-4fe5-8030-f9b4904c11c7,delivery,2026-06-17T06:44:17.383238Z,2026-06-17T06:44:18.356212Z,973,2,SUCCESS
c7c51df1-d321-4a6f-bb0f-db37c159a714,dc459354-8eab-4a10-b2fe-c41d66c75d60,kitchen,2026-06-17T06:44:18.344773Z,2026-06-17T06:44:18.673720Z,329,0,SUCCESS
26e81cc0-8f84-4b1e-a2dc-5715297834fe,3789d8ea-bfd1-4d12-b4ad-45c9ef61e728,delivery,2026-06-17T06:44:18.369362Z,2026-06-17T06:44:19.036224Z,667,0,SUCCESS
329158a7-cde2-49de-b0ad-6ba24afbf63f,9d874408-d9d1-43fa-9eea-094ab19e8e39,kitchen,2026-06-17T06:44:18.686468Z,2026-06-17T06:44:18.955421Z,269,0,SUCCESS
