id,order_id,service_name,started_at,completed_at,duration_ms,retry_count,outcome
9ec77248-e0ff-4e5a-b7b7-599cf0bae402,b1f37cfc-dd2a-4ef1-93dd-2f1e92407880,kitchen,2026-06-17T06:44:18.968605Z,2026-06-17T06:44:19.489248Z,521,0,SUCCESS
e9dbb83d-cd0e-4edb-88f8-7f6ea5067ccf,fe585661-b2ec-40f1-a6a0-5202d26e69be,delivery,2026-06-17T06:44:19.053479Z,2026-06-17T06:44:19.515538Z,462,3,SUCCESS
b2ec53f4-47c5-4b79-9d4e-ab60728eb345,1f794239-696d-45c0-a24f-1f32b5cc6c89,kitchen,2026-06-17T06:44:19.503717Z,2026-06-17T06:44:20.005598Z,502,0,SUCCESS
c1f1d356-d4ab-4376-a019-1e83d4f328af,9b673f01-4636-42ca-a119-d90e8ad8deca,delivery,2026-06-17T06:44:19.528797Z,2026-06-17T06:44:19.535004Z,6,0,FAILED
08f2575c-2413-4a67-abee-e5cb84f5f0e4,ddbc485e-428c-442f-9cbc-aecf026cd0ef,delivery,2026-06-17T06:44:19.548881Z,2026-06-17T06:44:20.015565Z,467,0,SUCCESS
b141b88a-a679-4db4-996e-38ec8f0aab60,ee13c59e-8d54-4a68-a003-035cf834c615,kitchen,2026-06-17T06:44:20.012393Z,2026-06-17T06:44:20.446671Z,434,0,SUCCESS
250765a2-e9fe-476d-a4ea-0d769019f8cc,7c4fac73-7de8-47a7-b4c0-1cac03b484e4,delivery,2026-06-17T06:44:20.023069Z,2026-06-17T06:44:20.415661Z,393,2,SUCCESS
bacdf2c4-7fa5-4eb0-aba0-d911733bc6a2,6efe5b28-2ec0-4aa4-a716-2e26a86cefe5,delivery,2026-06-17T06:44:20.426113Z,2026-06-17T06:44:20.435868Z,10,0,FAILED
2e5a3f15-114b-43fa-b235-83bc39a43f99,b38e7d9a-ce1a-4033-9d89-d219bcde8de0,delivery,2026-06-17T06:44:20.444365Z,2026-06-17T06:44:20.449146Z,5,0,FAILED
49aebccf-6379-4964-932f-f0af241ca607,b3d6b3d9-06cf-44fb-bca6-c880418e4ade,kitchen,2026-06-17T06:44:20.456184Z,2026-06-17T06:44:20.859857Z,404,0,SUCCESS
762b6501-12b3-41a3-ad61-5ab0f67b64df,f1fccb65-3cd0-4ad7-b1e7-ab213ff435b0,delivery,2026-06-17T06:44:20.460669Z,2026-06-17T06:44:20.470007Z,9,0,FAILED
f6f059ed-6fb2-4f01-b859-e4da39a00d14,eaa70131-b102-4b98-9894-f9fc65f0b685,delivery,2026-06-17T06:44:20.492941Z,2026-06-17T06:44:21.104488Z,612,1,SUCCESS
5a2ec696-e41b-4022-931f-8dbacb384239,6b9572b5-7291-4b40-b108-096abe90e94d,kitchen,2026-06-17T06:44:20.867105Z,2026-06-17T06:44:21.223105Z,356,0,SUCCESS
ce2b6992-2fa8-4b69-8602-8216c0cfbe9f,a4d8ce65-46bf-4c16-9d24-62c5555811b2,delivery,2026-06-17T06:44:21.111129Z,2026-06-17T06:44:21.535006Z,424,1,SUCCESS
46615d97-ab24-489b-9c36-3600814b236c,8f443949-e094-4d83-8f62-76763fb2bf98,kitchen,2026-06-17T06:44:21.229372Z,2026-06-17T06:44:21.725387Z,496,0,SUCCESS
a41739eb-596e-4487-be09-c93e146c17fb,d26ffa7e-9db8-484a-9f87-23ef82045a8b,delivery,2026-06-17T06:44:21.541252Z,2026-06-17T06:44:21.546931Z,6,0,FAILED
cf72f1f6-1cf8-4e7a-bdc8-3e51b4ea8be6,b6567c11-6f91-407f-aaf7-5fe039a883b6,delivery,2026-06-17T06:44:21.553793Z,2026-06-17T06:44:22.249594Z,696,0,SUCCESS
3c2efbb9-677a-40c0-9f1b-60b253f99f4e,c0e55e87-0b21-43bf-a4af-2ac8181497b8,kitchen,2026-06-17T06:44:21.732112Z,2026-06-17T06:44:22.058530Z,326,0,SUCCESS
efdd9812-6759-4ba6-92f6-9025b13ec776,ff59cae3-b6b6-4efb-adf9-553c1972352e,kitchen,2026-06-17T06:44:22.066927Z,2026-06-17T06:44:22.508520Z,442,0,SUCCESS
25c15b61-ae23-420a-857b-a4d26dd96f16,cf846f44-2b12-42fb-b7c7-c69e574e1b51,delivery,2026-06-17T06:44:22.256834Z,2026-06-17T06:44:22.261819Z,5,0,FAILED
96de9bc8-04af-42e8-b2bc-d30aacc03b61,dc459354-8eab-4a10-b2fe-c41d66c75d60,delivery,2026-06-17T06:44:22.268860Z,2026-06-17T06:44:22.899412Z,631,0,SUCCESS
ed968cef-2ebe-40ab-9390-1d77aee57c07,fe9a1a91-8804-471a-8d3f-32814eaf0b73,kitchen,2026-06-17T06:44:22.516670Z,2026-06-17T06:44:22.867343Z,351,0,SUCCESS
fd3c7513-9920-474a-83dc-5d45fc0c6106,c44f40df-cce1-47e1-a339-5579472feeb0,kitchen,2026-06-17T06:44:22.876968Z,2026-06-17T06:44:23.224802Z,348,0,SUCCESS
122860e0-02de-4910-a735-a68e36482de5,9d874408-d9d1-43fa-9eea-094ab19e8e39,delivery,2026-06-17T06:44:22.908097Z,2026-06-17T06:44:22.913310Z,5,0,FAILED
5d36addb-d04f-43bb-966b-afeed45c07c0,b1f37cfc-dd2a-4ef1-93dd-2f1e92407880,delivery,2026-06-17T06:44:22.921882Z,2026-06-17T06:44:22.929768Z,8,0,FAILED
01fcbfc2-5a21-4691-9f39-914b838d59ad,1f794239-696d-45c0-a24f-1f32b5cc6c89,delivery,2026-06-17T06:44:22.938307Z,2026-06-17T06:44:22.943503Z,5,0,FAILED
226edd51-0b96-4858-87d0-864d27914964,ee13c59e-8d54-4a68-a003-035cf834c615,delivery,2026-06-17T06:44:22.955381Z,2026-06-17T06:44:23.371906Z,417,0,SUCCESS
e6acc3c0-181c-44e6-aa85-b192766f4c9d,e9dae782-3a56-415f-865b-dc79ffb2cbf9,kitchen,2026-06-17T06:44:23.235158Z,2026-06-17T06:44:23.698118Z,463,0,SUCCESS
f1390ed1-532f-4fe3-b746-a4df1d295227,9b673f01-4636-42ca-a119-d90e8ad8deca,delivery,2026-06-17T06:44:23.380169Z,2026-06-17T06:44:23.385336Z,5,1,FAILED
b54acd39-6572-4bab-bcd5-9ffa20f1e815,b3d6b3d9-06cf-44fb-bca6-c880418e4ade,delivery,2026-06-17T06:44:23.396728Z,2026-06-17T06:44:24.094034Z,697,0,SUCCESS
9fdd4e35-31e9-4e25-9f5f-d13a12df2b21,c26b74ed-de26-4e68-85de-431bee5036c8,kitchen,2026-06-17T06:44:23.711044Z,2026-06-17T06:44:24.187141Z,476,0,SUCCESS
7f96c76f-99c6-442d-9aa3-8b02378f57aa,6b9572b5-7291-4b40-b108-096abe90e94d,delivery,2026-06-17T06:44:24.117058Z,2026-06-17T06:44:24.122917Z,6,0,FAILED
6ab1052e-63db-4a06-94cb-6c061c86fb3b,6efe5b28-2ec0-4aa4-a716-2e26a86cefe5,delivery,2026-06-17T06:44:24.165286Z,2026-06-17T06:44:24.170394Z,5,1,FAILED
15d67109-6b8f-4f22-8285-94d13ad7ccea,b38e7d9a-ce1a-4033-9d89-d219bcde8de0,delivery,2026-06-17T06:44:24.210990Z,2026-06-17T06:44:24.215555Z,5,1,FAILED
2619d3f8-4bdb-4e21-ac64-76f1d4fb7dd0,f1fccb65-3cd0-4ad7-b1e7-ab213ff435b0,delivery,2026-06-17T06:44:24.235490Z,2026-06-17T06:44:24.611154Z,376,1,SUCCESS
19b08bac-b45e-4244-b303-55f6d2e2d367,8f443949-e094-4d83-8f62-76763fb2bf98,delivery,2026-06-17T06:44:24.623390Z,2026-06-17T06:44:25.039619Z,416,0,SUCCESS
4016d409-ec61-4d67-9112-e97e8a8fb4a6,c0e55e87-0b21-43bf-a4af-2ac8181497b8,delivery,2026-06-17T06:44:25.065882Z,2026-06-17T06:44:25.070695Z,5,0,FAILED
778b16cc-1be2-468d-9714-8a710d01901e,ff59cae3-b6b6-4efb-adf9-553c1972352e,delivery,2026-06-17T06:44:25.081951Z,2026-06-17T06:44:25.086231Z,4,0,FAILED
8561ef26-1ce6-4827-bf89-d74cdc20ad47,d26ffa7e-9db8-484a-9f87-23ef82045a8b,delivery,2026-06-17T06:44:25.092946Z,2026-06-17T06:44:25.811922Z,719,1,SUCCESS
3af9189e-0faf-41cc-b879-72246c58a90f,fe9a1a91-8804-471a-8d3f-32814eaf0b73,delivery,2026-06-17T06:44:25.824404Z,2026-06-17T06:44:26.266500Z,442,0,SUCCESS
fbe72945-ff32-4b07-8a61-9a5c1695e8b0,c44f40df-cce1-47e1-a339-5579472feeb0,delivery,2026-06-17T06:44:26.279165Z,2026-06-17T06:44:26.668320Z,389,0,SUCCESS
8d5aa595-7208-4d61-b8c5-eb793ae6d5e9,cf846f44-2b12-42fb-b7c7-c69e574e1b51,delivery,2026-06-17T06:44:26.674978Z,2026-06-17T06:44:27.229266Z,554,1,SUCCESS
2eaed329-725f-40b6-9082-182ab59bed7f,e9dae782-3a56-415f-865b-dc79ffb2cbf9,delivery,2026-06-17T06:44:27.236065Z,2026-06-17T06:44:27.606584Z,371,0,SUCCESS
2a5ee380-b4f3-46ac-8138-0232b96f91e4,9d874408-d9d1-43fa-9eea-094ab19e8e39,delivery,2026-06-17T06:44:27.612997Z,2026-06-17T06:44:28.307213Z,694,1,SUCCESS
7a1a874c-260b-41da-b384-74d3561124a8,b1f37cfc-dd2a-4ef1-93dd-2f1e92407880,delivery,2026-06-17T06:44:28.313285Z,2026-06-17T06:44:28.317967Z,5,1,FAILED
8edf4e82-60fb-4bd2-98fb-f90aec21725f,1f794239-696d-45c0-a24f-1f32b5cc6c89,delivery,2026-06-17T06:44:28.325179Z,2026-06-17T06:44:28.809780Z,485,1,SUCCESS
d8e2d044-f214-4f65-904d-03123e5a6f5c,c26b74ed-de26-4e68-85de-431bee5036c8,delivery,2026-06-17T06:44:28.816379Z,2026-06-17T06:44:29.336740Z,520,0,SUCCESS
4e725b95-6d63-45b7-be9d-89fa28ba920e,6b9572b5-7291-4b40-b108-096abe90e94d,delivery,2026-06-17T06:44:29.343156Z,2026-06-17T06:44:29.349641Z,6,1,FAILED
610fd6f7-ddc8-446b-b52e-84e8c7027244,9b673f01-4636-42ca-a119-d90e8ad8deca,delivery,2026-06-17T06:44:29.360396Z,2026-06-17T06:44:29.369935Z,10,2,FAILED
6a3184e4-cd52-4656-8197-ca080ade5d73,c0e55e87-0b21-43bf-a4af-2ac8181497b8,delivery,2026-06-17T06:44:29.380302Z,2026-06-17T06:44:29.385585Z,5,1,FAILED
8a569ec2-2552-4231-a70f-9c8a9aa277b2,ff59cae3-b6b6-4efb-adf9-553c1972352e,delivery,2026-06-17T06:44:29.394027Z,2026-06-17T06:44:29.838501Z,444,1,SUCCESS
56b9c438-5699-41fc-b297-923ce8fb3fa1,6efe5b28-2ec0-4aa4-a716-2e26a86cefe5,delivery,2026-06-17T06:44:29.845797Z,2026-06-17T06:44:29.850872Z,5,2,FAILED
839191e3-f004-49f8-ae61-d17bbffe168d,b38e7d9a-ce1a-4033-9d89-d219bcde8de0,delivery,2026-06-17T06:44:29.859489Z,2026-06-17T06:44:30.377638Z,518,2,SUCCESS
010e5629-64c2-4d80-afb5-a0383a5acbb5,b1f37cfc-dd2a-4ef1-93dd-2f1e92407880,delivery,2026-06-17T06:44:30.388601Z,2026-06-17T06:44:30.393685Z,5,2,FAILED
c8f7c23a-f974-4fb4-8027-7d4f796b4f39,6b9572b5-7291-4b40-b108-096abe90e94d,delivery,2026-06-17T06:44:31.364474Z,2026-06-17T06:44:31.369462Z,5,2,FAILED
11853bbc-1a8b-4186-8424-6739985c4a8f,c0e55e87-0b21-43bf-a4af-2ac8181497b8,delivery,2026-06-17T06:44:31.397472Z,2026-06-17T06:44:31.811800Z,414,2,SUCCESS
a4961633-ddee-443b-afc9-de64031f6418,9b673f01-4636-42ca-a119-d90e8ad8deca,delivery,2026-06-17T06:44:33.385643Z,2026-06-17T06:44:33.391835Z,6,3,FAILED
e6bd6018-a3ab-42cc-bf97-0623c1c2fb5b,6efe5b28-2ec0-4aa4-a716-2e26a86cefe5,delivery,2026-06-17T06:44:33.863565Z,2026-06-17T06:44:33.870127Z,7,3,FAILED
9c652584-ab2d-4a11-bde5-5b48124bba5b,b1f37cfc-dd2a-4ef1-93dd-2f1e92407880,delivery,2026-06-17T06:44:34.405737Z,2026-06-17T06:44:34.410042Z,4,3,FAILED
814c2324-b245-4442-b477-4a3edca161a8,6b9572b5-7291-4b40-b108-096abe90e94d,delivery,2026-06-17T06:44:35.391342Z,2026-06-17T06:44:35.757103Z,366,3,SUCCESS
